damID,catID,capacityML,surfarea_m2,catcharea_km2,demandfactor
dam013413,C1,0.37584,492.36,0.0001923,0.5
dam013414,C1,0.51938,628.94,0.0370047,0.5
dam013415,C1,0.21318,320.56,0.0079815,0.5
dam013416,C1,0.11787,204.71,0.0002316,0.5
dam013417,C1,0.08962,166.37,0.0160540,0.5
dam013418,C1,0.01007,31.82,0.0459061,0.5
dam013419,C1,0.17752,279.10,0.0137242,0.5
dam013420,C1,0.58596,689.06,0.0049525,0.5
dam013421,C1,0.01551,44.12,0.0097139,0.5
dam013422,C1,0.06752,134.28,0.0007536,0.5
dam013423,C1,0.12066,208.37,0.0009320,0.5
dam013424,C1,0.13864,231.47,0.0108511,0.5
dam013425,C1,0.53774,645.69,0.0633894,0.5
dam013426,C1,0.22143,329.90,0.0100616,0.5
dam013427,C1,0.13616,228.33,0.0049881,0.5
dam013428,C1,0.30336,418.66,1.1205846,0.5
dam013429,C1,0.37513,491.66,0.0002887,0.5
dam013430,C1,0.01311,38.84,0.0015416,0.5
dam013431,C1,1.07380,1089.79,0.0046909,0.5
dam013432,C1,0.91031,961.73,0.2198604,0.5
dam013433,C1,0.22714,336.33,0.0091615,0.5
dam013434,C1,0.50785,618.35,0.0142978,0.5
dam013435,C1,0.10555,188.30,0.0009653,0.5
dam013436,C1,0.06233,126.40,0.0099769,0.5
dam013437,C1,0.41286,528.65,0.0006071,0.5
dam013438,C1,0.06232,126.38,0.0907557,0.5
dam013439,C1,0.15878,256.49,0.0006830,0.5
dam013440,C1,0.14224,236.00,0.0051671,0.5
dam013441,C1,0.70528,792.81,1.2439990,0.5
dam013442,C1,3.26820,2530.36,0.0107813,0.5
dam013443,C1,1.56500,1449.28,0.0032512,0.5
dam013444,C1,0.65205,747.10,0.0019063,0.5
dam013445,C1,0.08088,153.94,0.0317187,0.5
dam013446,C1,1.12931,1132.17,0.0058138,0.5
dam013447,C1,0.54347,650.90,0.2523449,0.5
dam013448,C1,0.10138,182.64,0.0000674,0.5
dam013449,C1,0.66489,758.21,0.0004502,0.5
dam013450,C1,0.28669,401.14,0.1685440,0.5
dam013451,C1,0.26250,375.25,0.0214405,0.5
dam013452,C1,4.18905,3053.33,0.0082736,0.5
dam013453,C1,0.02051,54.49,0.0003052,0.5
dam013454,C1,0.26047,373.04,0.0071353,0.5
dam013455,C1,0.73491,817.90,0.0631827,0.5
dam013456,C1,1.55603,1442.99,0.0307865,0.5
dam013457,C1,0.43274,547.80,0.0252208,0.5
dam013458,C1,0.20679,313.27,0.0002195,0.5
dam013459,C1,0.20492,311.12,0.0062633,0.5
dam013460,C1,1.63234,1496.23,0.0022445,0.5
dam013461,C1,1.85503,1648.29,0.0038892,0.5
dam013462,C1,0.10054,181.50,0.0246062,0.5
dam013463,C1,0.45377,567.84,0.0004824,0.5
dam013464,C1,0.03946,89.42,0.0014949,0.5
dam013465,C1,0.08572,160.86,0.0015000,0.5
dam013466,C1,1.86111,1652.38,0.1625759,0.5
dam013467,C1,0.61425,714.09,1.2491598,0.5
dam013468,C1,5.38410,3692.04,0.8904037,0.5
dam013469,C1,0.39372,510.00,0.0043698,0.5
dam013470,C1,0.14378,237.93,0.0233030,0.5
dam013471,C1,0.02411,61.59,0.0123922,0.5
dam013472,C1,1.68257,1530.95,0.0090266,0.5
dam013473,C1,0.25939,371.87,0.0002448,0.5
dam013474,C1,2.44447,2031.09,0.3257829,0.5
dam013475,C1,0.29753,412.56,0.0003547,0.5
dam013476,C1,19.79441,9890.11,0.1445775,0.5
dam013477,C1,0.66831,761.16,0.0084879,0.5
dam013478,C1,0.23102,340.67,0.0015257,0.5
dam013479,C1,0.31505,430.82,0.0011899,0.5
dam013480,C1,0.20538,311.65,0.0082735,0.5
dam013481,C1,0.26507,378.02,0.0014296,0.5
dam013482,C1,0.18924,292.93,0.0010638,0.5
dam013483,C1,0.22325,331.96,0.0002016,0.5
dam013484,C1,0.97782,1015.23,0.0020906,0.5
dam013485,C1,0.29777,412.82,0.6936873,0.5
dam013486,C1,0.14844,243.74,0.0226386,0.5
dam013487,C1,0.36519,481.77,0.0070155,0.5
dam013488,C1,0.23866,349.16,0.0202361,0.5
dam013489,C1,0.09619,175.53,0.0829436,0.5
dam013490,C1,0.24222,353.09,0.0002553,0.5
dam013491,C1,0.51881,628.42,0.0541618,0.5
dam013492,C1,2.64626,2156.75,0.0057426,0.5
dam013493,C1,0.40044,516.57,0.0009204,0.5
dam013494,C1,0.65499,749.65,0.1000149,0.5
dam013495,C1,1.14236,1142.05,0.0025550,0.5
dam013496,C1,6.48919,4252.35,0.0095813,0.5
dam013497,C1,0.14345,237.52,0.0312054,0.5
dam013498,C1,0.47913,591.69,0.1520338,0.5
dam013499,C1,0.47443,587.29,0.2105282,0.5
dam013500,C1,0.13131,222.15,0.0000892,0.5
dam013501,C1,0.19342,297.81,0.0284924,0.5
dam013502,C1,0.39370,509.97,0.0034644,0.5
dam013503,C1,0.39154,507.86,0.0040836,0.5
dam013504,C1,0.09620,175.55,0.1846101,0.5
dam013505,C1,0.74497,826.36,0.0270975,0.5
dam013506,C1,0.01627,45.73,0.0013682,0.5
dam013507,C1,0.37688,493.39,0.0003393,0.5
dam013508,C1,1.00753,1038.49,0.0024177,0.5
dam013509,C1,1.75750,1582.28,0.0011999,0.5
dam013510,C1,0.37046,487.02,0.0056050,0.5
dam013511,C1,0.21311,320.48,0.0079770,0.5
dam013512,C1,0.03642,84.16,0.0002035,0.5
dam013513,C1,0.59400,696.20,0.0101071,0.5
dam013514,C1,0.54435,651.69,0.1011732,0.5
dam013515,C1,0.96163,1002.48,0.0083606,0.5
dam013516,C1,0.13556,227.57,0.0588433,0.5
dam013517,C1,0.06025,123.19,0.0039003,0.5
dam013518,C1,0.27588,389.63,0.0074354,0.5
dam013519,C1,0.04305,95.52,0.0053732,0.5
dam013520,C1,0.38046,496.94,0.0520417,0.5
dam013521,C1,0.03191,76.15,0.0346303,0.5
dam013522,C1,3.54474,2690.79,1.2131490,0.5
dam013523,C1,0.34077,457.18,0.0076590,0.5
dam013524,C1,1.10093,1110.56,1.1414835,0.5
dam013525,C1,0.09300,171.11,0.0034182,0.5
dam013526,C1,0.09734,177.10,0.0351447,0.5
dam013527,C1,2.89121,2306.20,0.0156079,0.5
dam013528,C1,0.13746,229.97,0.0003166,0.5
dam013529,C1,0.24250,353.41,0.0070349,0.5
dam013530,C1,16.10520,8460.71,0.1815846,0.5
dam013531,C1,0.13791,230.54,0.0006414,0.5
dam013532,C1,0.18479,287.69,0.0000284,0.5
dam013533,C1,0.78091,856.36,0.0293112,0.5
dam013534,C1,0.22831,337.63,1.0539597,0.5
dam013535,C1,0.17398,274.87,0.0091038,0.5
dam013536,C1,0.09261,170.56,0.0012017,0.5
dam013537,C1,21.89870,10675.98,0.0062340,0.5
dam013538,C1,0.43366,548.68,0.0011089,0.5
dam013539,C1,0.07508,145.51,0.0210099,0.5
dam013540,C1,1.60620,1478.07,0.0164012,0.5
dam013541,C1,0.40454,520.56,0.0840891,0.5
dam013542,C1,4.26003,3092.41,0.1490631,0.5
dam013543,C1,0.27727,391.13,0.0051342,0.5
dam013544,C1,3.50809,2669.71,0.0245226,0.5
dam013545,C1,0.63167,729.36,0.0014133,0.5
dam013546,C1,0.68520,775.67,1.9566972,0.5
dam013547,C1,0.21798,326.01,0.2245034,0.5
dam013548,C1,0.37701,493.53,0.0104559,0.5
dam013549,C1,0.22516,334.11,0.0056135,0.5
dam013550,C1,1.20347,1187.99,0.0282631,0.5
dam013551,C1,0.14627,241.05,0.0026209,0.5
dam013552,C1,0.07478,145.08,0.0024279,0.5
dam013553,C1,0.48005,592.56,0.0096161,0.5
dam013554,C1,0.28171,395.85,0.0224524,0.5
dam013555,C1,0.14860,243.95,0.0002323,0.5
dam013556,C1,0.57306,677.55,0.0041006,0.5
dam013557,C1,0.34204,458.47,0.0044038,0.5
dam013558,C1,0.25413,366.16,0.0065535,0.5
dam013559,C1,0.28019,394.24,0.0079957,0.5
dam013560,C1,0.20190,307.65,0.0179423,0.5
dam013561,C1,0.82020,888.77,0.0001243,0.5
dam013562,C1,0.25239,364.26,0.0221205,0.5
dam013563,C1,1.05804,1077.66,0.3161076,0.5
dam013564,C1,0.24193,352.77,0.0129182,0.5
dam013565,C1,1.34867,1294.95,0.0264837,0.5
dam013566,C1,0.23083,340.45,0.0037512,0.5
dam013567,C1,0.90007,953.53,0.0013010,0.5
dam013568,C1,2.79644,2248.76,0.0036937,0.5
dam013569,C1,0.31563,431.42,0.0181572,0.5
dam013570,C1,1.69565,1539.95,0.0260713,0.5
dam013571,C1,0.25145,363.23,0.0120335,0.5
dam013572,C1,0.31715,432.99,0.0001673,0.5
dam013573,C1,0.03070,73.95,0.0045006,0.5
dam013574,C1,0.24289,353.83,0.0021247,0.5
dam013575,C1,0.71384,800.09,0.3028155,0.5
dam013576,C1,0.12785,217.70,0.0009097,0.5
dam013577,C1,0.27330,386.88,0.0162123,0.5
dam013578,C1,0.37093,487.49,0.0003460,0.5
dam013579,C1,0.27329,386.87,0.0119930,0.5
dam013580,C1,0.02453,62.41,0.0047947,0.5
dam013581,C1,0.30913,424.68,0.0010498,0.5
dam013582,C1,1.50311,1405.69,0.0154359,0.5
dam013583,C1,7.28428,4641.08,0.0113110,0.5
dam013584,C1,0.87113,930.23,1.0317291,0.5
dam013585,C1,1.28679,1249.73,0.0299484,0.5
dam013586,C1,2.03641,1768.88,0.0117251,0.5
dam013587,C1,0.01918,51.79,0.0038745,0.5
dam013588,C1,0.52743,636.30,0.0627401,0.5
dam013589,C1,0.66965,762.32,0.0734506,0.5
dam013590,C1,0.22673,335.87,0.0016737,0.5
dam013591,C1,0.55584,662.08,0.0022851,0.5
dam013592,C1,0.00950,30.43,0.0158308,0.5
dam013593,C1,0.19603,300.85,0.0380110,0.5
dam013594,C1,0.11936,206.67,0.0040820,0.5
dam013595,C1,1.02174,1049.56,0.0057832,0.5
dam013596,C1,0.17447,275.45,0.0071542,0.5
dam013597,C1,0.95161,994.57,7.9064885,0.5
dam013598,C1,1.08649,1099.52,0.0639833,0.5
dam013599,C1,0.18380,286.53,0.0068086,0.5
dam013600,C1,1.25309,1224.89,0.0006181,0.5
dam013601,C1,0.07254,141.78,0.0037055,0.5
dam013602,C1,0.07841,150.37,0.0008288,0.5
dam013603,C1,0.47046,583.57,0.0085142,0.5
dam013604,C1,1.66979,1522.14,0.0001527,0.5
dam013605,C1,0.58503,688.23,0.0003613,0.5
dam013606,C1,0.31914,435.05,0.0004343,0.5
dam013607,C1,0.60677,707.49,0.0005345,0.5
dam013608,C1,0.92317,971.99,0.0142563,0.5
dam013609,C1,0.03030,73.23,0.0003980,0.5
dam013610,C1,0.30345,418.76,0.0002301,0.5
dam013611,C1,1.59295,1468.83,0.0000376,0.5
dam013612,C1,2.41709,2013.84,0.3435022,0.5
dam013613,C1,0.19028,294.14,0.0369954,0.5
dam013614,C1,0.38800,504.38,0.0611835,0.5
dam013615,C1,153.04600,46502.66,0.1057475,0.5
dam013616,C1,0.39683,513.04,0.1131413,0.5
dam013617,C1,0.07962,152.13,0.0057847,0.5
dam013618,C1,0.28096,395.06,0.1820897,0.5
dam013619,C1,0.60430,705.31,0.0662121,0.5
dam013620,C1,0.46576,579.15,0.0005503,0.5
dam013621,C1,0.81627,885.55,0.0515739,0.5
dam013622,C1,0.81585,885.20,0.0878124,0.5
dam013623,C1,0.80810,878.83,0.0032825,0.5
dam013624,C1,0.18061,282.76,0.0013318,0.5
dam013625,C1,0.79254,865.99,0.0719666,0.5
dam013626,C1,0.42819,543.44,0.0040614,0.5
dam013627,C1,0.79990,872.07,0.0046172,0.5
dam013628,C1,0.67677,768.44,0.0440568,0.5
dam013629,C1,1.36249,1304.98,0.0016635,0.5
dam013630,C1,1.84714,1642.98,0.0297893,0.5
dam013631,C1,0.98195,1018.48,0.0003035,0.5
dam013632,C1,0.37926,495.75,0.0017599,0.5
dam013633,C1,1.08869,1101.21,0.0318235,0.5
dam013634,C1,0.01394,40.68,0.0003314,0.5
dam013635,C1,1.64396,1504.29,0.0225619,0.5
dam013636,C1,0.01864,50.70,0.0418245,0.5
dam013637,C1,84.08739,29555.14,0.2126547,0.5
dam013638,C1,0.21107,318.16,0.0052694,0.5
dam013639,C1,0.26505,378.00,0.0002414,0.5
dam013640,C1,0.24558,356.79,0.0038902,0.5
dam013641,C1,0.39425,510.51,0.0121750,0.5
dam013642,C1,0.10194,183.40,0.0002915,0.5
dam013643,C1,0.84863,911.99,0.0308240,0.5
dam013644,C1,0.69909,787.55,0.1847726,0.5
dam013645,C1,0.01125,34.59,0.0005322,0.5
dam013646,C1,0.10922,193.24,0.0002292,0.5
dam013647,C1,0.81704,886.18,0.0007934,0.5
dam013648,C1,0.55560,661.86,0.2018933,0.5
dam013649,C1,0.02869,70.26,0.0157079,0.5
dam013650,C1,0.14987,245.53,0.0022712,0.5
dam013651,C1,0.55615,662.36,0.0025615,0.5
dam013652,C1,0.13728,229.75,0.0004741,0.5
dam013653,C1,0.13542,227.39,0.0164720,0.5
dam013654,C1,0.07363,143.38,0.0020818,0.5
dam013655,C1,0.29318,407.99,0.0008864,0.5
dam013656,C1,0.23503,345.13,0.0008582,0.5
dam013657,C1,100.08451,33719.15,0.2838020,0.5
dam013658,C1,0.35404,470.59,0.0017949,0.5
dam013659,C1,0.20956,316.43,0.0025900,0.5
dam013660,C1,0.72545,809.92,0.0018723,0.5
dam013661,C1,0.06679,133.18,0.0018029,0.5
dam013662,C1,0.09069,167.87,0.0004578,0.5
dam013663,C1,0.22569,334.70,0.0047596,0.5
dam013664,C1,0.89121,946.41,0.0494334,0.5
dam013665,C1,0.21246,319.74,0.0152769,0.5
dam013666,C1,0.29453,409.41,0.0075114,0.5
dam013667,C1,0.35147,468.01,0.0138941,0.5
dam013668,C1,79.36971,28291.41,0.2067467,0.5
dam013669,C1,0.08096,154.05,0.0034966,0.5
dam013670,C1,2.45763,2039.35,0.0002393,0.5
dam013671,C1,0.56546,670.73,0.0173252,0.5
dam013672,C1,0.07584,146.62,0.0001060,0.5
dam013673,C1,0.28900,403.58,0.0110464,0.5
dam013674,C1,0.21083,317.88,0.0164622,0.5
dam013675,C1,2.02292,1760.00,0.0136221,0.5
dam013676,C1,0.49445,605.95,0.0164462,0.5
dam013677,C1,4.44664,3194.39,0.0042673,0.5
dam013678,C1,0.52605,635.05,0.0009773,0.5
dam013679,C1,0.06757,134.36,0.0075027,0.5
dam013680,C1,0.09343,171.70,0.0120870,0.5
dam013681,C1,0.08762,163.56,0.0014400,0.5
dam013682,C1,0.89734,951.34,0.0006762,0.5
dam013683,C1,0.29973,414.87,0.0022969,0.5
dam013684,C1,3.30256,2550.47,0.0087018,0.5
dam013685,C1,0.03349,78.99,0.0015935,0.5
dam013686,C1,5.43235,3717.06,0.1889085,0.5
dam013687,C1,0.01597,45.10,0.0005864,0.5
dam013688,C1,5.32089,3659.19,0.0446424,0.5
dam013689,C1,1.16916,1162.27,0.0310773,0.5
dam013690,C1,3.03813,2394.36,0.1370704,0.5
dam013691,C1,14.90409,7978.69,0.2653896,0.5
dam013692,C1,1.65813,1514.09,0.0373689,0.5
dam013693,C1,1.41229,1340.92,0.0088837,0.5
dam013694,C1,0.04262,94.80,0.0486250,0.5
dam013695,C1,0.28190,396.05,0.0052080,0.5
dam013696,C1,1.33606,1285.78,0.6451974,0.5
dam013697,C1,0.27678,390.59,0.3292336,0.5
dam013698,C1,0.02957,71.88,0.0001666,0.5
dam013699,C1,3.42336,2620.76,0.0075161,0.5
dam013700,C1,0.24507,356.23,0.0083364,0.5
dam013701,C1,0.51269,622.80,0.0083531,0.5
dam013702,C1,0.25849,370.90,0.0042216,0.5
dam013703,C1,4.78862,3378.64,0.0266248,0.5
dam013704,C1,0.42464,540.02,0.0000651,0.5
dam013705,C1,0.09844,178.63,0.1113517,0.5
dam013706,C1,0.26144,374.10,0.0059055,0.5
dam013707,C1,3.56435,2702.05,0.0142780,0.5
dam013708,C1,0.70291,790.80,0.0053262,0.5
dam013709,C1,2.39001,1996.75,0.0163108,0.5
dam013710,C1,0.09324,171.44,0.1206650,0.5
dam013711,C1,0.98710,1022.52,0.2442128,0.5
dam013712,C1,0.11002,194.30,0.0110900,0.5
dam013713,C1,3.36561,2587.24,0.0046519,0.5
dam013714,C1,0.36210,478.68,0.0012183,0.5
dam013715,C1,1.95642,1716.03,0.7419995,0.5
dam013716,C1,0.07458,144.79,0.0905448,0.5
dam013717,C1,0.03371,79.38,0.0024454,0.5
dam013718,C1,0.72406,808.74,0.0005209,0.5
dam013719,C1,0.27955,393.55,0.0055124,0.5
dam013720,C1,4.69779,3330.02,0.0162974,0.5
dam013721,C1,1.17525,1166.85,0.0055454,0.5
dam013722,C1,0.21555,323.26,0.0006716,0.5
dam013723,C1,0.22778,337.05,0.0001752,0.5
dam013724,C1,0.49563,607.05,0.0039254,0.5
dam013725,C1,0.28294,397.16,0.0080664,0.5
dam013726,C1,0.29236,407.12,0.0002371,0.5
dam013727,C1,0.33036,446.57,0.0294749,0.5
dam013728,C1,2.10273,1812.30,0.0063879,0.5
dam013729,C1,0.12727,216.95,0.0009632,0.5
dam013730,C1,5.09785,3542.50,0.8634257,0.5
dam013731,C1,0.37588,492.41,0.0000387,0.5
dam013732,C1,0.01632,45.84,0.0015086,0.5
dam013733,C1,0.62670,725.01,0.0027830,0.5
dam013734,C1,0.31451,430.26,0.0025391,0.5
dam013735,C1,0.02233,58.12,0.0012898,0.5
dam013736,C1,0.41787,533.49,0.0007559,0.5
dam013737,C1,0.41399,529.74,0.0020877,0.5
dam013738,C1,0.20849,315.22,0.2756904,0.5
dam013739,C1,0.14862,243.97,0.0019428,0.5
dam013740,C1,0.07026,138.38,0.0000434,0.5
dam013741,C1,0.46188,575.50,0.0144279,0.5
dam013742,C1,0.11309,198.40,0.0084831,0.5
dam013743,C1,1.07963,1094.26,0.0022783,0.5
dam013744,C1,3.64146,2746.18,0.0172280,0.5
dam013745,C1,1.65853,1514.37,0.0004863,0.5
dam013746,C1,0.67925,770.57,0.0059964,0.5
dam013747,C1,0.17775,279.37,0.0060291,0.5
dam013748,C1,2.37553,1987.58,0.0032691,0.5
dam013749,C1,0.32882,445.00,0.0027290,0.5
dam013750,C1,3.58663,2714.82,0.0216797,0.5
dam013751,C1,0.34239,458.83,0.0619762,0.5
dam013752,C1,0.53112,639.67,0.0137814,0.5
dam013753,C1,1.14023,1140.44,0.1352497,0.5
dam013754,C1,1.99856,1743.94,0.0014129,0.5
dam013755,C1,0.66360,757.10,0.1481523,0.5
dam013756,C1,0.20551,311.80,0.2221323,0.5
dam013757,C1,1.20344,1187.97,0.0506774,0.5
dam013758,C1,0.37633,492.85,0.1162231,0.5
dam013759,C1,0.20855,315.28,0.0023765,0.5
dam013760,C1,0.17402,274.92,0.0408881,0.5
dam013761,C1,0.58520,688.37,0.0030735,0.5
dam013762,C1,0.35758,474.15,0.0121666,0.5
dam013763,C1,0.87028,929.54,0.2316107,0.5
dam013764,C1,0.54947,656.32,0.0008542,0.5
dam013765,C1,1.79020,1604.51,0.1789910,0.5
dam013766,C1,0.32282,438.84,0.0030431,0.5
dam013767,C1,1.11189,1118.92,0.0198694,0.5
dam013768,C1,0.00468,17.80,0.0043170,0.5
dam013769,C1,0.20045,305.97,0.0908429,0.5
dam013770,C1,0.07487,145.20,0.0071254,0.5
dam013771,C1,0.03848,87.74,0.0000743,0.5
dam013772,C1,0.02122,55.93,0.0079407,0.5
dam013773,C1,1.04716,1069.26,0.0006247,0.5
dam013774,C1,4.66672,3313.34,0.0226003,0.5
dam013775,C1,0.02714,67.37,0.0045994,0.5
dam013776,C1,0.96587,1005.83,0.0030061,0.5
dam013777,C1,0.84109,905.85,0.0093281,0.5
dam013778,C1,0.08042,153.28,0.0005161,0.5
dam013779,C1,0.01636,45.93,0.0028974,0.5
dam013780,C1,0.10447,186.85,2.2828306,0.5
dam013781,C1,0.01779,48.93,0.0011086,0.5
dam013782,C1,3.27786,2536.02,0.0688265,0.5
dam013783,C1,1.09624,1106.98,0.0019148,0.5
dam013784,C1,0.14133,234.86,0.0008071,0.5
dam013785,C1,1.03146,1057.10,0.0002117,0.5
dam013786,C1,0.25130,363.07,0.0173645,0.5
dam013787,C1,0.19100,294.99,0.0016107,0.5
dam013788,C1,0.44868,563.01,0.0007779,0.5
dam013789,C1,0.04120,92.40,0.0040425,0.5
dam013790,C1,0.19012,293.96,0.0019543,0.5
dam013791,C1,0.05834,120.22,0.0000439,0.5
dam013792,C1,0.27126,384.69,0.0145004,0.5
dam013793,C1,0.35113,467.66,0.0097479,0.5
dam013794,C1,0.58932,692.05,0.3060418,0.5
dam013795,C1,0.03345,78.91,0.0115490,0.5
dam013796,C1,0.50217,613.10,0.0093522,0.5
dam013797,C1,0.12912,219.34,0.0550017,0.5
dam013798,C1,0.15642,253.61,0.0101298,0.5
dam013799,C1,1.24104,1215.96,0.0049842,0.5
dam013800,C1,0.67975,771.00,0.0373673,0.5
dam013801,C1,6.65610,4334.87,0.0804414,0.5
dam013802,C1,0.42253,537.99,0.0024335,0.5
dam013803,C1,0.44329,557.88,0.0020585,0.5
dam013804,C1,0.52859,637.36,0.1122938,0.5
dam013805,C1,0.43846,553.28,0.0057475,0.5
dam013806,C1,0.10688,190.09,0.0008888,0.5
dam013807,C1,0.13090,221.62,0.0106743,0.5
dam013808,C1,0.04060,91.38,0.0013301,0.5
dam013809,C1,0.00459,17.54,0.0084815,0.5
dam013810,C1,0.15132,247.32,0.0058242,0.5
dam013811,C1,0.73299,816.28,0.0581376,0.5
dam013812,C1,0.42514,540.50,0.0101052,0.5
dam013813,C1,0.29212,406.87,0.4368116,0.5
dam013814,C1,1.94716,1709.88,0.0115862,0.5
dam013815,C1,0.06015,123.03,0.0019064,0.5
dam013816,C1,0.58881,691.59,0.0065562,0.5
dam013817,C1,0.49782,609.08,0.0120704,0.5
dam013818,C1,0.28187,396.02,0.0004183,0.5
dam013819,C1,0.81299,882.85,0.0481780,0.5
dam013820,C1,0.91200,963.07,0.0026814,0.5
dam013821,C1,0.17069,270.92,0.0078544,0.5
dam013822,C1,0.03171,75.79,0.0167869,0.5
dam013823,C1,0.23405,344.04,0.0067411,0.5
dam013824,C1,2.88710,2303.72,0.1102045,0.5
dam013825,C1,1.24936,1222.12,0.0067267,0.5
dam013826,C1,0.21444,322.00,0.0588124,0.5
dam013827,C1,0.32222,438.22,0.0005285,0.5
dam013828,C1,0.20777,314.39,0.0029883,0.5
dam013829,C1,0.39190,508.20,0.0003928,0.5
dam013830,C1,0.79242,865.90,0.0256752,0.5
dam013831,C1,0.81799,886.96,0.0076551,0.5
dam013832,C1,0.51174,621.92,0.0144777,0.5
dam013833,C1,0.01592,44.98,0.0042651,0.5
dam013834,C1,0.75482,834.62,0.0302842,0.5
dam013835,C1,1.24076,1215.75,0.0040346,0.5
dam013836,C1,0.62178,720.71,0.2214396,0.5
dam013837,C1,0.73665,819.36,0.0006661,0.5
dam013838,C1,0.50769,618.19,0.0145285,0.5
dam013839,C1,0.37321,489.75,0.0099021,0.5
dam013840,C1,0.19066,294.59,0.0024348,0.5
dam013841,C1,0.81979,888.44,0.1028810,0.5
dam013842,C1,0.37749,494.00,0.0096281,0.5
dam013843,C1,0.30493,420.31,0.0017158,0.5
dam013844,C1,1.07141,1087.95,0.0003847,0.5
dam013845,C1,0.11936,206.67,0.0000984,0.5
dam013846,C1,0.04414,97.35,0.0019432,0.5
dam013847,C1,0.23554,345.69,0.0088687,0.5
dam013848,C1,0.00717,24.60,0.0085799,0.5
dam013849,C1,0.31507,430.84,0.0024938,0.5
dam013850,C1,0.33757,453.93,0.0170861,0.5
dam013851,C1,0.08261,156.43,0.0010506,0.5
dam013852,C1,0.01165,35.51,0.0436138,0.5
dam013853,C1,0.00875,28.59,0.0089450,0.5
dam013854,C1,0.16403,262.89,0.0002563,0.5
dam013855,C1,0.06037,123.38,0.0029658,0.5
dam013856,C1,0.48795,599.92,0.0062177,0.5
dam013857,C1,0.29647,411.45,0.0012669,0.5
dam013858,C1,0.82710,894.43,0.0096417,0.5
dam013859,C1,0.65114,746.31,0.0004793,0.5
dam013860,C1,0.51174,621.92,0.0094612,0.5
dam013861,C1,0.96961,1008.77,0.0167947,0.5
dam013862,C1,0.58064,684.31,0.0068527,0.5
dam013863,C1,0.84981,912.95,0.0101774,0.5
dam013864,C1,0.90905,960.72,0.0004019,0.5
dam013865,C1,0.00295,12.55,0.0021014,0.5
dam013866,C1,0.22211,330.67,0.0002443,0.5
dam013867,C1,0.21989,328.17,0.1442443,0.5
dam013868,C1,0.04034,90.93,0.0052905,0.5
dam013869,C1,0.65282,747.77,0.0008191,0.5
dam013870,C1,0.15570,252.72,0.0002896,0.5
dam013871,C1,0.02434,62.03,0.0000527,0.5
dam013872,C1,0.33531,451.63,0.0040366,0.5
dam013873,C1,0.08585,161.06,0.0024851,0.5
dam013874,C1,0.00205,9.52,0.0125432,0.5
dam013875,C1,0.52585,634.86,0.0111923,0.5
dam013876,C1,0.07544,146.04,0.0112858,0.5
dam013877,C1,0.07215,141.20,0.0012706,0.5
dam013878,C1,0.44384,558.40,0.0212924,0.5
dam013879,C1,0.04842,104.41,0.0003788,0.5
dam013880,C1,0.07975,152.31,0.0710846,0.5
dam013881,C1,0.01878,50.97,0.0004103,0.5
dam013882,C1,0.02033,54.13,0.0052257,0.5
dam013883,C1,0.74838,829.22,0.0026595,0.5
dam013884,C1,0.14753,242.62,0.0657062,0.5
dam013885,C1,0.27560,389.34,0.0005702,0.5
dam013886,C1,0.30395,419.28,0.0230746,0.5
dam013887,C1,0.27499,388.69,0.0018023,0.5
dam013888,C1,0.14544,240.01,0.0109808,0.5
dam013889,C1,0.72160,806.66,0.0702155,0.5
dam013890,C1,0.54065,648.34,0.1070383,0.5
dam013891,C1,0.20518,311.41,0.0011139,0.5
dam013892,C1,0.03550,82.56,0.0170384,0.5
dam013893,C1,0.10272,184.48,0.0012581,0.5
dam013894,C1,1.64200,1502.93,0.0026449,0.5
dam013895,C1,0.31240,428.07,0.0015136,0.5
dam013896,C1,0.09079,168.01,0.0012746,0.5
dam013897,C1,0.53000,638.64,0.0247808,0.5
dam013898,C1,0.36967,486.24,0.0007567,0.5
dam013899,C1,0.22363,332.38,0.0500786,0.5
dam013900,C1,0.07376,143.57,0.0010851,0.5
dam013901,C1,0.02539,64.06,0.0079263,0.5
dam013902,C1,0.46317,576.71,0.0024128,0.5
dam013903,C1,0.65425,749.01,0.0160985,0.5
dam013904,C1,1.40778,1337.69,0.0292739,0.5
dam013905,C1,0.52548,634.53,0.0130675,0.5
dam013906,C1,0.54125,648.89,0.1724025,0.5
dam013907,C1,0.47641,589.15,0.0076548,0.5
dam013908,C1,0.49477,606.25,0.0034949,0.5
dam013909,C1,0.74935,830.03,0.0012190,0.5
dam013910,C1,0.15387,250.47,0.0039089,0.5
dam013911,C1,0.66574,758.94,0.0127001,0.5
dam013912,C1,4.49618,3221.29,0.0045482,0.5
dam013913,C1,0.54561,652.84,0.0405886,0.5
dam013914,C1,0.08338,157.52,0.0109917,0.5
dam013915,C1,0.67948,770.77,0.0640670,0.5
dam013916,C1,0.00264,11.54,0.0003850,0.5
dam013917,C1,0.71789,803.52,0.0579672,0.5
dam013918,C1,0.73963,821.87,0.0009238,0.5
dam013919,C1,0.60682,707.54,0.0294882,0.5
dam013920,C1,0.32767,443.82,0.0954579,0.5
dam013921,C1,5.51372,3759.12,0.4941440,0.5
dam013922,C1,0.45590,569.85,0.1306726,0.5
dam013923,C1,0.14737,242.42,0.0055672,0.5
dam013924,C1,0.02966,72.05,0.0026205,0.5
dam013925,C1,0.02762,68.27,0.0025396,0.5
