damID,catID,capacityML,surfarea_m2,catcharea_km2,demandfactor
dam023772,C2,0.03281,77.77,0.0638936,0.5
dam023773,C3,0.29646,411.44,0.0007160,0.5
dam023774,C2,0.00295,12.55,0.0016058,0.5
dam023775,C3,0.51596,625.80,0.0013805,0.5
dam023776,C3,0.42434,539.74,0.0031407,0.5
dam023777,C3,0.05099,108.57,0.0005675,0.5
dam023778,C3,0.26855,381.78,0.0364664,0.5
dam023779,C3,0.01127,34.65,0.0002773,0.5
dam023780,C3,1.54097,1432.41,0.0165919,0.5
dam023781,C3,0.78131,856.69,0.0858517,0.5
dam023782,C3,0.12093,208.73,0.0024150,0.5
dam023783,C3,0.05957,122.14,0.0016349,0.5
dam023784,C3,1.67588,1526.35,0.0016473,0.5
dam023785,C3,0.11776,204.57,0.0036074,0.5
dam023786,C3,1.21371,1195.64,0.1617335,0.5
dam023787,C3,0.00229,10.38,0.0015528,0.5
dam023788,C3,0.62899,727.02,0.0040304,0.5
dam023789,C2,0.47155,584.60,0.0001389,0.5
dam023790,C2,0.26408,376.96,0.0037058,0.5
dam023791,C3,0.18517,288.14,0.0005574,0.5
dam023792,C3,0.42872,543.95,0.0053510,0.5
dam023793,C3,0.03806,87.01,0.0006848,0.5
dam023794,C3,0.18117,283.42,0.0514944,0.5
dam023795,C3,2.34891,1970.70,0.1626646,0.5
dam023796,C3,4.75200,3359.07,0.0013075,0.5
dam023797,C3,0.34334,459.79,0.0115109,0.5
dam023798,C2,0.43984,554.59,0.0612353,0.5
dam023799,C3,0.07270,142.01,0.0077575,0.5
dam023800,C3,0.01159,35.38,0.0044487,0.5
dam023801,C2,0.03820,87.25,0.0012506,0.5
dam023802,C3,0.02183,57.14,0.0317794,0.5
dam023803,C3,0.02085,55.18,0.0008278,0.5
dam023804,C2,0.48625,598.34,0.0239772,0.5
dam023805,C3,1.77905,1596.94,0.0212627,0.5
dam023806,C3,0.26349,376.32,0.1483972,0.5
dam023807,C3,0.79359,866.86,0.0001033,0.5
dam023808,C3,1.56569,1449.76,0.0028357,0.5
dam023809,C3,0.18648,289.69,0.0013303,0.5
dam023810,C3,2.23070,1895.18,0.0035581,0.5
dam023811,C3,0.88327,940.02,0.0044015,0.5
dam023812,C3,5.75543,3883.18,0.1967598,0.5
dam023813,C3,0.21310,320.47,0.0957113,0.5
dam023814,C3,0.82172,890.02,0.0070079,0.5
dam023815,C3,1.16214,1156.99,0.0148719,0.5
dam023816,C3,0.04318,95.74,0.0080189,0.5
dam023817,C2,1.04656,1068.80,0.0111156,0.5
dam023818,C3,0.33673,453.08,0.0013322,0.5
dam023819,C3,0.52985,638.51,0.0020369,0.5
dam023820,C2,0.92076,970.07,0.2361693,0.5
dam023821,C2,0.04520,99.11,0.0000353,0.5
dam023822,C3,0.07627,147.26,0.0002303,0.5
dam023823,C3,0.82343,891.42,0.0001308,0.5
dam023824,C2,0.32444,440.50,0.0020972,0.5
dam023825,C3,1.74249,1572.04,0.0013736,0.5
dam023826,C3,0.32921,445.40,0.0021705,0.5
dam023827,C2,0.25964,372.15,0.1610017,0.5
dam023828,C3,0.09032,167.36,0.0383107,0.5
dam023829,C2,0.46493,578.37,0.0102233,0.5
dam023830,C2,0.47440,587.27,0.1093337,0.5
dam023831,C2,0.81210,882.12,0.0338702,0.5
dam023832,C2,0.52305,632.30,0.0603120,0.5
dam023833,C3,1.03082,1056.61,0.0153161,0.5
dam023834,C2,0.02751,68.05,0.0249033,0.5
dam023835,C3,0.98894,1023.96,0.0227796,0.5
dam023836,C3,0.03389,79.69,0.0023388,0.5
dam023837,C2,0.48626,598.35,0.0008861,0.5
dam023838,C2,0.31491,430.68,0.0392382,0.5
dam023839,C2,0.94584,990.01,0.0102562,0.5
dam023840,C2,1.16095,1156.09,0.0223181,0.5
dam023841,C3,0.98913,1024.11,0.0103400,0.5
dam023842,C3,0.04739,102.73,0.0233358,0.5
dam023843,C2,0.68376,774.45,0.0061612,0.5
dam023844,C3,0.03964,89.74,0.0033197,0.5
dam023845,C3,0.25550,367.65,0.0005297,0.5
dam023846,C3,0.20484,311.02,0.0259537,0.5
dam023847,C2,0.01290,38.37,0.0039669,0.5
dam023848,C2,0.02522,63.72,0.0003733,0.5
dam023849,C2,0.01732,47.95,0.0015390,0.5
dam023850,C3,0.00727,24.85,0.0013828,0.5
dam023851,C3,0.40445,520.48,0.0452411,0.5
dam023852,C3,0.29179,406.52,0.0155161,0.5
dam023853,C3,0.48506,597.22,0.0027075,0.5
dam023854,C3,0.24812,359.58,0.0015273,0.5
dam023855,C3,0.27453,388.19,0.0692041,0.5
dam023856,C3,0.15652,253.72,0.0075251,0.5
dam023857,C3,0.56632,671.50,0.0003538,0.5
dam023858,C3,0.48813,600.08,0.0374137,0.5
dam023859,C3,0.89241,947.38,0.0071481,0.5
dam023860,C3,1.38693,1322.66,0.0019097,0.5
dam023861,C3,0.41010,525.97,0.0289882,0.5
dam023862,C3,1.74118,1571.14,0.0101050,0.5
dam023863,C3,0.33178,448.02,0.0082605,0.5
dam023864,C3,0.46814,581.39,0.0241352,0.5
dam023865,C3,1.11616,1122.17,0.0152076,0.5
dam023866,C3,0.21343,320.84,0.0104707,0.5
dam023867,C3,0.87592,934.10,0.0024383,0.5
dam023868,C3,0.09484,173.66,0.0000542,0.5
dam023869,C3,1.47479,1385.60,0.0012148,0.5
dam023870,C3,1.46564,1379.09,0.0052343,0.5
dam023871,C3,0.05142,109.26,0.0164251,0.5
dam023872,C3,0.27139,384.82,0.0030024,0.5
dam023873,C3,0.81092,881.15,0.0053465,0.5
dam023874,C3,0.43059,545.74,0.0001230,0.5
dam023875,C3,0.15103,246.96,0.0024094,0.5
dam023876,C3,0.33285,449.11,0.0083861,0.5
dam023877,C3,0.43710,551.97,0.0006421,0.5
dam023878,C3,8.08729,5023.32,1.0993599,0.5
dam023879,C3,0.13411,225.72,0.0096131,0.5
dam023880,C3,0.05258,111.13,0.0008261,0.5
dam023881,C3,0.23897,349.51,0.8911036,0.5
dam023882,C3,0.30012,415.28,0.0014955,0.5
dam023883,C3,2.23483,1897.83,0.0009207,0.5
dam023884,C3,0.57302,677.51,0.0036945,0.5
dam023885,C3,0.39578,512.01,0.0024899,0.5
dam023886,C3,0.78924,863.26,0.0436339,0.5
dam023887,C3,0.94677,990.74,0.0064433,0.5
dam023888,C2,0.40884,524.75,0.0006943,0.5
dam023890,C3,0.21468,322.27,0.0043024,0.5
dam023891,C3,0.34686,463.35,0.0076560,0.5
dam023892,C3,0.13764,230.21,0.0006656,0.5
dam023893,C3,0.13548,227.46,0.0124803,0.5
dam023894,C3,0.67357,765.69,0.0078303,0.5
dam023895,C3,0.54334,650.77,0.0149524,0.5
dam023896,C2,98.40002,33288.75,0.2324713,0.5
dam023897,C2,0.10608,189.03,0.0503209,0.5
dam023898,C2,0.20026,305.75,0.4843702,0.5
dam023899,C3,0.10441,186.76,0.0001139,0.5
dam023900,C3,1.47021,1382.34,0.5436109,0.5
dam023901,C3,0.48713,599.15,0.0023923,0.5
dam023902,C3,0.27874,392.69,0.0060059,0.5
dam023903,C2,1.27381,1240.18,0.0067703,0.5
dam023904,C2,6.95371,4480.77,0.7370568,0.5
dam023905,C3,1.23522,1211.64,0.0644537,0.5
dam023906,C3,1.21352,1195.49,0.0006704,0.5
dam023907,C2,0.17157,271.98,0.0189292,0.5
dam023908,C2,0.51544,625.33,0.0060248,0.5
dam023909,C2,0.26969,383.00,0.0198771,0.5
dam023910,C3,0.20577,312.09,0.0014342,0.5
dam023911,C3,0.21185,319.05,0.0001373,0.5
dam023912,C3,1.81983,1624.56,0.0019564,0.5
dam023913,C3,0.02400,61.37,0.0048983,0.5
dam023914,C3,0.87830,936.02,0.0028542,0.5
dam023915,C3,0.15987,257.83,0.0003757,0.5
dam023916,C3,0.45973,573.47,0.0003129,0.5
dam023917,C3,1.93205,1699.83,0.0066458,0.5
dam023918,C3,0.16467,263.66,0.0174530,0.5
dam023919,C2,6.65864,4336.12,0.1227178,0.5
dam023920,C2,2.18418,1865.18,0.0039917,0.5
dam023921,C2,0.02129,56.05,0.0000900,0.5
dam023922,C2,0.05199,110.18,0.0972872,0.5
dam023923,C2,0.60218,703.44,0.1955671,0.5
dam023924,C2,1.59104,1467.50,0.0428493,0.5
dam023925,C2,0.20731,313.86,0.0095148,0.5
dam023926,C2,0.82498,892.69,0.0201250,0.5
dam023927,C2,0.22314,331.83,0.0142486,0.5
dam023928,C2,6.31533,4165.83,0.0098844,0.5
dam023929,C2,0.29600,410.96,0.0011135,0.5
dam023930,C2,0.26563,378.63,0.0009790,0.5
dam023931,C2,0.19295,297.26,0.0044765,0.5
dam023932,C3,1.20364,1188.12,0.0047882,0.5
dam023933,C2,0.26521,378.17,0.0006016,0.5
dam023934,C2,1.17296,1165.13,0.0017147,0.5
dam023935,C2,0.73296,816.26,0.0000732,0.5
dam023936,C2,0.71436,800.53,0.1218767,0.5
dam023937,C2,1.43890,1360.01,0.1124028,0.5
dam023938,C2,2.99008,2365.64,0.0010079,0.5
dam023939,C3,0.70552,793.02,1.6524529,0.5
dam023940,C3,0.10915,193.15,0.0683933,0.5
dam023941,C3,0.19350,297.90,0.0023598,0.5
dam023942,C2,3.82662,2851.22,0.0070913,0.5
dam023943,C2,0.62373,722.41,0.0117147,0.5
dam023944,C2,0.30034,415.51,0.0005391,0.5
dam023945,C2,0.21616,323.95,0.0041234,0.5
dam023946,C3,0.16736,266.91,0.0529061,0.5
dam023947,C3,0.02529,63.86,0.0042504,0.5
dam023948,C3,0.93496,981.37,0.0185883,0.5
dam023949,C3,0.22751,336.74,0.0014986,0.5
dam023950,C3,0.11689,203.43,0.0036573,0.5
dam023951,C3,0.32895,445.13,0.0004019,0.5
dam023952,C3,0.36379,480.37,0.0011026,0.5
dam023953,C2,5.82712,3919.74,0.0275631,0.5
dam023954,C3,0.66182,755.56,0.0129759,0.5
dam023955,C3,1.12242,1126.93,0.0140771,0.5
dam023956,C3,0.99945,1032.18,0.0041156,0.5
dam023957,C3,0.31306,428.76,0.0052737,0.5
dam023958,C3,0.31136,426.99,0.0000565,0.5
dam023959,C3,0.27156,385.01,0.0008791,0.5
dam023960,C3,0.13409,225.70,0.0058393,0.5
dam023961,C3,0.34094,457.35,0.0210966,0.5
dam023962,C3,1.21973,1200.12,0.0148622,0.5
dam023963,C3,0.47499,587.82,0.0000206,0.5
dam023964,C3,4.01813,2958.57,0.0020050,0.5
dam023965,C3,2.82733,2267.54,0.0366119,0.5
dam023966,C3,0.76481,842.96,0.1025678,0.5
dam023967,C3,0.57556,679.78,0.0029257,0.5
dam023968,C3,0.20325,309.20,0.0003677,0.5
dam023969,C3,0.35841,474.98,0.0123093,0.5
dam023970,C3,0.28944,404.05,0.0021472,0.5
dam023971,C3,0.47158,584.62,0.0009413,0.5
dam023972,C3,0.20913,315.94,0.0046514,0.5
dam023973,C3,0.78215,857.39,0.0125174,0.5
dam023974,C2,0.21369,321.15,0.0340916,0.5
dam023975,C2,0.52962,638.30,0.0043177,0.5
dam023976,C2,0.17229,272.85,0.0201920,0.5
dam023977,C2,0.19540,300.12,0.0072760,0.5
dam023978,C2,0.70621,793.61,0.0876220,0.5
dam023979,C2,1.07493,1090.66,0.0186050,0.5
dam023980,C2,0.24688,358.22,0.0007043,0.5
dam023981,C2,0.29421,409.07,0.0260021,0.5
dam023982,C2,0.88871,944.40,0.0031589,0.5
dam023983,C2,0.79727,869.90,0.0071687,0.5
dam023984,C2,1.31964,1273.80,0.0514887,0.5
dam023985,C3,0.17174,272.19,0.0013862,0.5
dam023986,C3,0.09287,170.91,0.0051486,0.5
dam023987,C3,1.39316,1327.16,0.0090083,0.5
dam023988,C2,0.48001,592.52,0.0015304,0.5
dam023989,C2,0.09843,178.60,0.0005735,0.5
dam023990,C2,0.07998,152.64,0.0077184,0.5
dam023991,C2,0.39335,509.63,0.0371273,0.5
dam023992,C2,0.38137,497.84,0.0028489,0.5
dam023993,C2,0.30819,423.70,0.0137747,0.5
dam023994,C2,3.81309,2843.59,0.0132730,0.5
dam023995,C2,0.07513,145.59,0.0000746,0.5
dam023996,C2,0.11968,207.09,0.0063296,0.5
dam023997,C2,0.48359,595.86,0.0004352,0.5
dam023998,C3,0.06743,134.14,0.0000547,0.5
dam023999,C3,0.06674,133.11,0.0026114,0.5
dam024000,C3,0.54338,650.81,0.0060698,0.5
dam024001,C3,0.09016,167.14,0.0001628,0.5
dam024002,C3,0.24782,359.25,0.0000113,0.5
dam024003,C3,0.67632,768.06,0.0042012,0.5
dam024004,C3,0.16288,261.49,0.0046199,0.5
dam024005,C3,0.06233,126.39,0.0022675,0.5
dam024006,C3,0.27207,385.56,0.0009744,0.5
dam024007,C2,22.98819,11075.58,0.0643881,0.5
dam024008,C2,0.18199,284.39,0.0001761,0.5
dam024009,C3,1.05685,1076.74,0.0258473,0.5
dam024010,C3,0.30856,424.09,0.0004214,0.5
dam024011,C2,14.92192,7985.91,0.1581634,0.5
dam024012,C2,0.23590,346.10,0.0064091,0.5
dam024013,C2,1.59717,1471.77,0.1265384,0.5
dam024014,C3,1.52810,1423.34,1.8839734,0.5
dam024015,C3,2.78670,2242.83,0.0053714,0.5
dam024016,C3,0.06451,129.73,0.0076917,0.5
dam024017,C3,0.58513,688.32,0.0680953,0.5
dam024018,C3,0.40778,523.72,0.0005585,0.5
dam024019,C3,0.65116,746.33,0.0915760,0.5
dam024020,C3,0.74063,822.71,0.0012082,0.5
dam024021,C3,0.77187,848.85,0.0080835,0.5
dam024022,C1,0.17799,279.65,0.0079648,0.5
dam024023,C1,8.10604,5032.13,0.1736269,0.5
dam024024,C1,3.35501,2581.07,0.4837869,0.5
dam024025,C1,0.00505,18.88,0.0153164,0.5
dam024026,C1,2.19263,1870.64,0.1520849,0.5
dam024027,C1,2.81220,2258.35,0.0137256,0.5
dam024028,C1,10.16371,5971.81,0.6092571,0.5
dam024029,C1,1.28163,1245.94,0.1944757,0.5
dam024030,C1,0.29388,408.72,0.0259961,0.5
dam024031,C1,2.48577,2057.00,0.0259438,0.5
dam024032,C1,1.44389,1363.57,0.0029959,0.5
dam024034,C1,0.29955,414.68,0.0005459,0.5
dam024035,C1,0.42062,536.15,0.0007713,0.5
dam024036,C1,0.21008,317.03,0.0030850,0.5
dam024037,C1,0.59684,698.72,1.4384851,0.5
dam024038,C1,0.06081,124.05,0.0517428,0.5
dam024039,C1,0.87122,930.30,0.0052838,0.5
dam024040,C1,0.76377,842.10,0.0050697,0.5
dam024041,C1,0.08513,160.02,0.0076747,0.5
dam024042,C1,4.25008,3086.94,0.0023669,0.5
dam024045,C1,0.14873,244.11,0.0059935,0.5
dam024046,C1,2.12297,1825.49,0.0625538,0.5
dam024047,C1,0.78192,857.20,1.0065140,0.5
dam024048,C1,0.75858,837.76,0.0233596,0.5
dam024049,C1,1.96516,1721.83,0.0033701,0.5
dam024050,C1,2.13464,1833.08,0.0775207,0.5
dam024051,C1,3.39180,2602.46,0.0042527,0.5
dam024052,C1,0.05751,118.93,0.0083469,0.5
dam024053,C1,0.48162,594.01,0.0116574,0.5
dam024054,C1,0.26754,380.69,0.2596039,0.5
dam024055,C1,0.10778,191.31,0.0250747,0.5
dam024056,C1,0.14994,245.61,0.0018775,0.5
dam024057,C1,0.51478,624.72,0.2447463,0.5
dam024058,C1,0.10466,187.10,0.0025240,0.5
dam024059,C1,0.13255,223.74,0.0620117,0.5
dam024060,C1,1.62709,1492.59,0.0024027,0.5
dam024061,C1,0.54028,648.00,0.0014298,0.5
dam024062,C1,0.16420,263.09,0.0088369,0.5
dam024063,C1,2.24907,1906.97,0.0272461,0.5
dam024064,C1,0.43666,551.55,0.1168988,0.5
dam024065,C1,1.87519,1661.83,0.0008553,0.5
dam024066,C1,0.60995,710.30,0.0081527,0.5
dam024067,C1,3.09118,2425.94,0.0039072,0.5
dam024068,C1,1.12506,1128.94,0.0029120,0.5
dam024069,C1,0.75225,832.46,0.0030661,0.5
dam024070,C1,8.12705,5042.00,0.0036693,0.5
dam024071,C1,3.14182,2455.95,0.0123053,0.5
dam024072,C1,0.59057,693.16,0.0078831,0.5
dam024073,C1,0.32972,445.92,0.0008632,0.5
dam024075,C1,0.66560,758.83,0.0174853,0.5
dam024076,C1,0.31232,427.99,0.0101588,0.5
dam024077,C1,0.75219,832.41,0.0666104,0.5
dam024078,C1,1.19580,1182.26,0.0013648,0.5
dam024080,C1,0.23899,349.52,0.0001503,0.5
dam024081,C1,1.04671,1068.92,0.0043438,0.5
dam024083,C1,0.26514,378.10,0.0015069,0.5
dam024084,C1,0.37042,486.98,0.0371910,0.5
dam024085,C1,1.47984,1389.19,0.0026883,0.5
dam024086,C1,0.48907,600.96,0.0100262,0.5
dam024087,C1,0.37897,495.47,0.0013284,0.5
dam024088,C1,0.13361,225.08,0.0022010,0.5
dam024089,C1,0.17802,279.68,0.0003168,0.5
dam024090,C1,0.13672,229.03,0.0029643,0.5
dam024091,C1,1.56533,1449.51,0.1200838,0.5
dam024092,C1,0.76997,847.26,0.0003534,0.5
dam024093,C1,3.63867,2744.58,0.2259221,0.5
dam024094,C1,0.33295,449.22,0.0078293,0.5
dam024095,C1,0.21163,318.80,0.0211028,0.5
dam024096,C3,0.20286,308.74,0.0031001,0.5
dam024097,C1,0.86672,926.66,0.0129948,0.5
dam024098,C1,8.20537,5078.73,0.0097719,0.5
dam024099,C3,0.12936,219.64,0.0009578,0.5
dam024100,C3,3.29321,2545.01,0.0055682,0.5
dam024101,C3,0.23164,341.36,0.0010576,0.5
dam024102,C3,0.34262,459.06,0.0004293,0.5
dam024103,C3,1.08124,1095.50,0.0083840,0.5
dam024104,C3,2.37793,1989.10,0.0008057,0.5
dam024105,C3,0.31036,425.96,0.0016344,0.5
dam024107,C3,1.23748,1213.32,0.0151192,0.5
dam024110,C3,0.22352,332.26,0.0047811,0.5
dam024111,C1,9.94007,5872.09,0.0369083,0.5
dam024112,C1,0.07411,144.09,0.0015834,0.5
dam024113,C1,0.33623,452.57,0.0019497,0.5
dam024114,C1,0.04809,103.87,0.0001655,0.5
dam024115,C1,0.19314,297.48,0.3408067,0.5
dam024116,C1,0.03373,79.42,0.0108748,0.5
dam024117,C1,1.01905,1047.47,0.0003849,0.5
dam024118,C1,0.04362,96.48,0.0013440,0.5
dam024119,C1,2.37750,1988.83,0.0033557,0.5
dam024120,C1,1.08475,1098.19,0.0021901,0.5
dam024121,C1,3.31031,2555.00,0.0146928,0.5
dam024122,C1,0.07945,151.87,0.0024834,0.5
dam024123,C1,0.79057,864.36,0.0086202,0.5
dam024124,C1,1.11340,1120.07,0.5034286,0.5
dam024125,C1,1.80411,1613.93,0.0102230,0.5
dam024126,C1,0.12631,215.71,0.0504824,0.5
dam024127,C1,0.13255,223.73,0.0004511,0.5
dam024128,C1,0.87771,935.55,0.0184913,0.5
dam024129,C1,0.94684,990.80,0.0503365,0.5
dam024130,C1,4.54776,3249.22,0.0013696,0.5
dam024131,C1,0.42618,541.51,0.0003487,0.5
dam024132,C1,0.16739,266.95,0.0012946,0.5
dam024133,C1,0.50588,616.52,0.0007815,0.5
dam024134,C1,1.91399,1687.79,0.0403988,0.5
dam024135,C1,0.09351,171.81,0.0537285,0.5
dam024136,C1,0.74217,824.01,0.0237131,0.5
dam024137,C1,0.42757,542.85,0.0087809,0.5
dam024138,C1,6.80581,4408.46,3.1834165,0.5
dam024139,C1,0.71939,804.79,1.4933759,0.5
dam024140,C1,0.01550,44.09,0.0002083,0.5
dam024141,C1,0.03190,76.14,0.0210629,0.5
dam024142,C1,1.74549,1574.09,0.1427143,0.5
dam024143,C1,0.06691,133.36,0.0000659,0.5
dam024144,C1,0.17811,279.79,0.0010262,0.5
dam024145,C1,0.00417,16.31,0.0002763,0.5
dam024146,C1,0.11903,206.24,0.0138755,0.5
dam024147,C1,0.17323,273.97,0.0002760,0.5
dam024148,C1,2.15041,1843.32,0.0799466,0.5
dam024149,C1,0.29238,407.15,0.0316944,0.5
dam024150,C1,0.03597,83.37,0.0018495,0.5
dam024151,C1,0.09940,179.95,0.0234692,0.5
dam024152,C1,2.01026,1751.66,0.0193011,0.5
dam024153,C1,0.28003,394.07,0.0144930,0.5
dam024154,C1,0.02046,54.39,0.0259072,0.5
dam024155,C1,0.18100,283.22,0.0085899,0.5
dam024156,C1,0.15502,251.88,0.0086374,0.5
dam024157,C1,0.60750,708.14,0.0100610,0.5
dam024158,C1,1.10911,1116.80,0.0246260,0.5
dam024159,C1,0.01699,47.26,0.0041809,0.5
dam024160,C1,2.87788,2298.15,0.0180499,0.5
dam024161,C1,1.29693,1257.17,0.0181932,0.5
dam024162,C1,1.56062,1446.21,0.0361202,0.5
dam024163,C1,0.18757,290.97,0.0036977,0.5
dam024164,C1,0.18400,286.76,0.0129800,0.5
dam024165,C1,0.13729,229.76,0.0023390,0.5
dam024166,C1,0.61037,710.67,0.0159794,0.5
dam024167,C1,0.02548,64.22,0.0007433,0.5
dam024168,C1,0.31538,431.16,0.0001697,0.5
dam024169,C1,0.73340,816.62,0.0030016,0.5
dam024170,C1,0.04475,98.36,0.0071918,0.5
dam024171,C1,1.14366,1143.04,0.1930756,0.5
dam024172,C1,0.02693,66.98,0.0043413,0.5
dam024173,C1,0.44877,563.10,0.0037414,0.5
dam024174,C1,0.81569,885.07,0.0314634,0.5
dam024175,C1,0.30236,417.62,0.0019977,0.5
dam024176,C1,0.28203,396.20,0.0362484,0.5
dam024177,C1,0.24129,352.06,0.0046207,0.5
dam024178,C1,1.26702,1235.17,0.0526766,0.5
dam024179,C1,0.15741,254.81,0.0019765,0.5
dam024180,C1,0.02402,61.41,0.0163182,0.5
dam024181,C1,2.21925,1887.81,0.3416970,0.5
dam024182,C1,0.37413,490.67,0.0002051,0.5
dam024183,C1,8.45771,5196.51,0.0860366,0.5
dam024184,C1,0.75971,838.70,0.0114696,0.5
dam024185,C1,0.11423,199.91,0.0109336,0.5
dam024186,C1,0.75255,832.72,0.0138557,0.5
dam024187,C1,0.20453,310.67,0.0024625,0.5
dam024188,C1,0.08141,154.70,0.0022140,0.5
dam024189,C1,0.37115,487.71,0.0175098,0.5
dam024190,C1,0.02592,65.06,0.0073406,0.5
dam024191,C1,0.58988,692.54,0.0217626,0.5
dam024192,C1,0.32911,445.29,0.0012735,0.5
dam024193,C1,1.95154,1712.79,0.5315994,0.5
dam024194,C1,0.09562,174.74,0.0038446,0.5
dam024195,C1,0.82358,891.54,0.1406940,0.5
dam024196,C1,0.74154,823.48,0.0032166,0.5
dam024198,C1,0.33939,455.78,0.0001915,0.5
dam024199,C1,0.05550,115.76,0.0008529,0.5
dam024200,C1,0.90060,953.95,0.0923613,0.5
dam024202,C1,0.02011,53.69,0.0021854,0.5
dam024203,C1,8.95950,5428.19,0.0036398,0.5
dam024204,C1,0.00316,13.22,0.0002534,0.5
dam024205,C1,3.60468,2725.16,0.0015541,0.5
dam024206,C1,0.01326,39.17,0.0009177,0.5
dam024207,C1,0.62179,720.72,0.0122018,0.5
dam024208,C1,1.01838,1046.94,0.0566068,0.5
dam024209,C1,0.03306,78.21,0.0025682,0.5
dam024211,C1,0.16531,264.44,0.0076957,0.5
dam024212,C1,0.50610,616.73,0.2701886,0.5
dam024213,C1,0.09405,172.56,0.0084368,0.5
dam024214,C1,0.00975,31.05,0.0036840,0.5
dam024215,C1,0.36856,485.14,0.0012444,0.5
dam024216,C1,3.62691,2737.87,0.0004513,0.5
dam024217,C1,0.35834,474.91,0.0634688,0.5
dam024218,C1,1.43143,1354.66,0.0092846,0.5
dam024220,C1,0.11341,198.83,0.0387837,0.5
dam024221,C1,4.01612,2957.45,0.0051205,0.5
dam024222,C1,0.03560,82.72,0.0009682,0.5
dam024223,C1,61.02856,23189.10,0.3846470,0.5
dam024224,C1,0.13968,232.78,0.0190525,0.5
dam024225,C1,0.17348,274.27,0.0192752,0.5
dam024226,C1,1.81337,1620.20,0.0460086,0.5
dam024227,C1,0.11701,203.58,0.0003087,0.5
dam024228,C1,1.70824,1548.59,0.3126668,0.5
dam024229,C1,0.04568,99.91,0.0097770,0.5
dam024230,C1,0.19522,299.91,0.0071454,0.5
dam024231,C1,0.07152,140.26,0.0400400,0.5
dam024232,C1,0.03419,80.23,0.0060091,0.5
dam024233,C1,21.97905,10705.61,0.2706685,0.5
dam024234,C1,0.10004,180.82,0.0239215,0.5
dam024235,C1,0.94002,985.38,1.1602210,0.5
dam024236,C1,0.39078,507.11,0.0104654,0.5
dam024237,C1,6.14180,4078.91,0.0097520,0.5
dam024238,C1,0.04749,102.88,0.0003238,0.5
dam024239,C1,0.28677,401.22,0.0510594,0.5
dam024240,C1,0.71806,803.67,0.0152422,0.5
dam024241,C1,29.33361,13319.41,0.0506370,0.5
dam024242,C1,0.04448,97.92,0.0139065,0.5
dam024243,C1,0.13514,227.03,0.0033427,0.5
dam024244,C1,0.01437,41.63,0.0006846,0.5
dam024245,C1,0.16013,258.14,0.0412342,0.5
dam024246,C1,1.81234,1619.50,0.0000941,0.5
dam024247,C1,0.00866,28.38,0.0002211,0.5
dam024248,C1,0.04862,104.73,0.0397924,0.5
dam024249,C1,0.47789,590.54,0.0000764,0.5
dam024250,C1,0.02381,61.02,0.0026102,0.5
dam024251,C1,0.06216,126.13,0.0008930,0.5
dam024252,C1,0.11402,199.64,0.0017069,0.5
dam024253,C1,0.03029,73.20,0.0020095,0.5
dam024254,C1,0.22749,336.71,0.0040315,0.5
dam024255,C1,0.13124,222.06,0.0049887,0.5
dam024256,C1,0.04521,99.12,0.0002615,0.5
dam024257,C1,0.06039,123.40,0.0009357,0.5
dam024258,C1,0.30175,416.98,0.0074300,0.5
dam024259,C1,0.44869,563.02,0.0020679,0.5
dam024260,C1,0.38592,502.33,0.0002294,0.5
dam024261,C1,0.38794,504.32,0.0026480,0.5
dam024262,C1,0.16922,269.16,0.0177076,0.5
dam024263,C1,0.08638,161.81,0.0195809,0.5
dam024264,C1,3.09008,2425.28,0.2193468,0.5
dam024265,C1,12.86777,7139.11,0.1967827,0.5
dam024266,C1,0.49184,603.53,0.0050138,0.5
dam024267,C1,0.00749,25.42,0.0078985,0.5
dam024268,C1,0.17877,280.58,0.0210823,0.5
dam024269,C1,0.17788,279.52,0.0009905,0.5
dam024270,C1,6.03015,4022.67,0.1867336,0.5
dam024271,C1,0.33660,452.94,0.0053124,0.5
dam024272,C1,0.12388,212.57,0.0335748,0.5
dam024273,C1,0.07211,141.14,0.0053036,0.5
dam024274,C1,0.18851,292.07,0.0685479,0.5
dam024275,C1,0.19685,301.80,0.0535446,0.5
dam024276,C1,0.33074,446.96,0.0006580,0.5
dam024277,C1,0.67168,764.06,0.0028060,0.5
dam024278,C1,1.39218,1326.45,0.0026895,0.5
dam024279,C1,0.38886,505.22,0.2623589,0.5
dam024280,C1,0.08969,166.48,0.0000235,0.5
dam024281,C1,0.32914,445.33,0.0159721,0.5
dam024282,C1,0.75648,836.00,0.0088942,0.5
dam024283,C1,0.24472,355.85,0.0024088,0.5
dam024284,C1,6.54785,4281.41,0.0522945,0.5
dam024285,C1,0.16591,265.17,0.0024944,0.5
dam024286,C1,0.77545,851.82,0.0529307,0.5
dam024287,C1,0.04004,90.41,0.0022763,0.5
dam024288,C1,0.58469,687.92,0.0151988,0.5
dam024289,C1,0.85001,913.11,0.0228642,0.5
dam024290,C1,0.10143,182.71,0.0012340,0.5
dam024291,C1,0.41238,528.19,0.0005846,0.5
dam024293,C1,0.22451,333.38,0.0035926,0.5
dam024294,C3,0.33546,451.78,0.0014471,0.5
dam024295,C3,0.27547,389.20,0.0012593,0.5
dam024296,C3,0.36182,478.40,0.0344250,0.5
dam024297,C3,0.11100,195.62,0.0002427,0.5
dam024298,C3,0.30813,423.64,0.0003019,0.5
